,Id,timestamp,palmPosition_x,palmPosition_y,palmPosition_z,Thumb_Tip_x,Thumb_Tip_y,Thumb_Tip_z,Thumb_Carp_x,Thumb_Carp_y,Thumb_Carp_z,Thumb_Mcp_x,Thumb_Mcp_y,Thumb_Mcp_z,Thumb_Pip_x,Thumb_Pip_y,Thumb_Pip_z,Thumb_Dip_x,Thumb_Dip_y,Thumb_Dip_z,Index_Tip_x,Index_Tip_y,Index_Tip_z,Index_Carp_x,Index_Carp_y,Index_Carp_z,Index_Mcp_x,Index_Mcp_y,Index_Mcp_z,Index_Pip_x,Index_Pip_y,Index_Pip_z,Index_Dip_x,Index_Dip_y,Index_Dip_z,Middle_Tip_x,Middle_Tip_y,Middle_Tip_z,Middle_Carp_x,Middle_Carp_y,Middle_Carp_z,Middle_Mcp_x,Middle_Mcp_y,Middle_Mcp_z,Middle_Pip_x,Middle_Pip_y,Middle_Pip_z,Middle_Dip_x,Middle_Dip_y,Middle_Dip_z,Ring_Tip_x,Ring_Tip_y,Ring_Tip_z,Ring_Carp_x,Ring_Carp_y,Ring_Carp_z,Ring_Mcp_x,Ring_Mcp_y,Ring_Mcp_z,Ring_Pip_x,Ring_Pip_y,Ring_Pip_z,Ring_Dip_x,Ring_Dip_y,Ring_Dip_z,Pinky_Tip_x,Pinky_Tip_y,Pinky_Tip_z,Pinky_Carp_x,Pinky_Carp_y,Pinky_Carp_z,Pinky_Mcp_x,Pinky_Mcp_y,Pinky_Mcp_z,Pinky_Pip_x,Pinky_Pip_y,Pinky_Pip_z,Pinky_Dip_x,Pinky_Dip_y,Pinky_Dip_z
0,13539,12217.838782,-0.02067410945892334,0.15524248778820038,-0.07066195458173752,-0.06260129064321518,0.17949582636356354,-0.042039304971694946,-0.02231651544570923,0.15460114181041718,-0.12345117330551147,-0.02231651544570923,0.15460114181041718,-0.12345117330551147,-0.04224424064159393,0.17537841200828552,-0.08292052894830704,-0.05390550196170807,0.18076065182685852,-0.058295246213674545,-0.053880393505096436,0.19736751914024353,-0.04286248981952667,-0.009777873754501343,0.14724776148796082,-0.11530528962612152,-0.010432496666908264,0.18170784413814545,-0.0557730533182621,-0.02323317527770996,0.19493408501148224,-0.033629387617111206,-0.04059378802776337,0.1979580968618393,-0.03464652597904205,-0.05671282857656479,0.19437290728092194,-0.022765949368476868,-0.009989410638809204,0.14019156992435455,-0.10953190922737122,-0.01282849907875061,0.1650686413049698,-0.049293387681245804,-0.022718459367752075,0.17883607745170593,-0.02159278281033039,-0.04204973578453064,0.18939326703548431,-0.018075641244649887,-0.05256249010562897,0.17116951942443848,-0.014930281788110733,-0.015130683779716492,0.13056328892707825,-0.10487890243530273,-0.019999787211418152,0.14474889636039734,-0.04826158657670021,-0.028174296021461487,0.1554168462753296,-0.018204040825366974,-0.0410478413105011,0.16488464176654816,-0.012634919956326485,-0.061644546687603,0.1416468471288681,-0.028873572126030922,-0.024645179510116577,0.12295849621295929,-0.10689767450094223,-0.028977826237678528,0.1282959282398224,-0.0531175397336483,-0.0385143905878067,0.12929286062717438,-0.03291767090559006,-0.051921263337135315,0.1361047625541687,-0.027364308014512062
1,13539,12217.86861,-0.020626217126846313,0.15533527731895447,-0.07076629996299744,-0.062024809420108795,0.1786329597234726,-0.04162744805216789,-0.022401392459869385,0.1546313464641571,-0.12355996668338776,-0.022401392459869385,0.1546313464641571,-0.12355996668338776,-0.0420708954334259,0.1748480349779129,-0.08268136531114578,-0.05353246629238129,0.17996683716773987,-0.05793392285704613,-0.05402441322803497,0.1974782794713974,-0.04195927456021309,-0.009811431169509888,0.1473424881696701,-0.11543101817369461,-0.010461285710334778,0.18186230957508087,-0.05593450367450714,-0.023100286722183228,0.19500860571861267,-0.03351222723722458,-0.04050707817077637,0.19805637001991272,-0.0340757817029953,-0.05678423494100571,0.19437971711158752,-0.022690918296575546,-0.009979292750358582,0.1402929574251175,-0.10964272916316986,-0.01276908814907074,0.16522085666656494,-0.049423947930336,-0.022609248757362366,0.17894774675369263,-0.021732095628976822,-0.04198989272117615,0.18944992125034332,-0.018114134669303894,-0.05231413245201111,0.1711154282093048,-0.014857260510325432,-0.01506263017654419,0.13063950836658478,-0.10497017204761505,-0.01984444260597229,0.14486318826675415,-0.04835578426718712,-0.027864471077919006,0.15553085505962372,-0.018319545313715935,-0.040723755955696106,0.16488689184188843,-0.012683354318141937,-0.06144025921821594,0.14138378202915192,-0.02891274355351925,-0.024551674723625183,0.12299042195081711,-0.1069532185792923,-0.028765171766281128,0.1283653974533081,-0.05316796898841858,-0.03821270167827606,0.12928161025047302,-0.03299243375658989,-0.05164150893688202,0.13592854142189026,-0.02743985876441002
2,13540,12217.890649,-0.020488038659095764,0.15523526072502136,-0.07088954001665115,-0.061312854290008545,0.17812393605709076,-0.04155995324254036,-0.022390231490135193,0.1544145941734314,-0.12368336319923401,-0.022390231490135193,0.1544145941734314,-0.12368336319923401,-0.041752561926841736,0.1744682341814041,-0.08267712593078613,-0.05299288034439087,0.1794954240322113,-0.05788388103246689,-0.0539851188659668,0.19742761552333832,-0.04150737076997757,-0.009757637977600098,0.14722368121147156,-0.11556656658649445,-0.010433822870254517,0.18185441195964813,-0.05613493174314499,-0.022884279489517212,0.19493265450000763,-0.03353148698806763,-0.04031498730182648,0.1979934722185135,-0.033863890916109085,-0.05673456937074661,0.1940583884716034,-0.022545093670487404,-0.009858265519142151,0.14018137753009796,-0.10975773632526398,-0.012620016932487488,0.16521009802818298,-0.04957957938313484,-0.022429943084716797,0.17887860536575317,-0.02189258113503456,-0.04184417426586151,0.1892513781785965,-0.01813305728137493,-0.05212438106536865,0.17096102237701416,-0.014893371611833572,-0.014881342649459839,0.13049010932445526,-0.10505978018045425,-0.01958644390106201,0.1447969675064087,-0.048460014164447784,-0.02763456106185913,0.15549656748771667,-0.018461478874087334,-0.04051695764064789,0.16479577124118805,-0.012783946469426155,-0.06117229908704758,0.14110800623893738,-0.02899707667529583,-0.02433416247367859,0.1227974221110344,-0.10700768977403641,-0.02843041718006134,0.12825337052345276,-0.05322164669632912,-0.03787018358707428,0.12915459275245667,-0.03307774290442467,-0.051338255405426025,0.1357284039258957,-0.027540670707821846
3,13541,12217.909459,-0.02040843665599823,0.15497130155563354,-0.07045739889144897,-0.061669208109378815,0.1775672286748886,-0.041318584233522415,-0.02258150279521942,0.15407703816890717,-0.12326911091804504,-0.02258150279521942,0.15407703816890717,-0.12326911091804504,-0.0419287234544754,0.1740250140428543,-0.08225078880786896,-0.05329439043998718,0.17898964881896973,-0.057550039142370224,-0.054000020027160645,0.19668415188789368,-0.04150259867310524,-0.009845554828643799,0.1469576358795166,-0.11521847546100616,-0.010531127452850342,0.1816653460264206,-0.05581524968147278,-0.0229046493768692,0.19471575319766998,-0.033163320273160934,-0.04034136235713959,0.19755862653255463,-0.03367451950907707,-0.057322025299072266,0.19332526624202728,-0.022960716858506203,-0.009836524724960327,0.13993588089942932,-0.10936237871646881,-0.012518316507339478,0.16502231359481812,-0.049189891666173935,-0.02248966693878174,0.1787058413028717,-0.021545225754380226,-0.042307570576667786,0.18883875012397766,-0.018122076988220215,-0.052069053053855896,0.1691005825996399,-0.014752482995390892,-0.014757618308067322,0.13022631406784058,-0.1046210452914238,-0.01930522918701172,0.14456707239151,-0.04800434410572052,-0.027462750673294067,0.15480759739875793,-0.018016772344708443,-0.040457651019096375,0.16343654692173004,-0.012444272637367249,-0.06096843630075455,0.14100472629070282,-0.029698701575398445,-0.02414347231388092,0.12246721982955933,-0.10648655891418457,-0.02801719307899475,0.12795737385749817,-0.052676115185022354,-0.037570253014564514,0.12909382581710815,-0.0327007956802845,-0.051160186529159546,0.13569234311580658,-0.027735190466046333
4,13542,12217.929459,-0.02047768235206604,0.15492556989192963,-0.07051701843738556,-0.06221603602170944,0.17743010818958282,-0.041431769728660583,-0.02259664237499237,0.15401126444339752,-0.1233208179473877,-0.02259664237499237,0.15401126444339752,-0.1233208179473877,-0.04222738742828369,0.17395679652690887,-0.08232476562261581,-0.05374963581562042,0.1788870096206665,-0.05763456970453262,-0.05409236252307892,0.1968822479248047,-0.04135176166892052,-0.009881451725959778,0.14690865576267242,-0.11525839567184448,-0.010585442185401917,0.18164600431919098,-0.05587849020957947,-0.022927209734916687,0.1946820616722107,-0.033142223954200745,-0.04037792980670929,0.19760362803936005,-0.033573273569345474,-0.05729196220636368,0.19326646625995636,-0.02276419661939144,-0.009887397289276123,0.13987615704536438,-0.10941182076931,-0.012595608830451965,0.164995014667511,-0.04925916716456413,-0.022580638527870178,0.17861270904541016,-0.021586228162050247,-0.04231719672679901,0.18868015706539154,-0.018074123188853264,-0.05231018364429474,0.17023605108261108,-0.01503659039735794,-0.014812201261520386,0.13014832139015198,-0.10465775430202484,-0.019391745328903198,0.14452195167541504,-0.04805639386177063,-0.027620583772659302,0.15522019565105438,-0.018117167055606842,-0.04068616032600403,0.16426603496074677,-0.012663787230849266,-0.06104041635990143,0.14092259109020233,-0.029360314831137657,-0.02422402799129486,0.12238150089979172,-0.10653726756572723,-0.028134524822235107,0.12790320813655853,-0.05273677781224251,-0.037661418318748474,0.1290043443441391,-0.03271721675992012,-0.05123084783554077,0.13560625910758972,-0.027597440406680107
5,13543,12217.954819,-0.020507946610450745,0.15479573607444763,-0.07070250064134598,-0.06249839812517166,0.17721138894557953,-0.0416831448674202,-0.02262967824935913,0.15385320782661438,-0.12350451946258545,-0.02262967824935913,0.15385320782661438,-0.12350451946258545,-0.042433515191078186,0.17379248142242432,-0.08251821249723434,-0.0540168434381485,0.17869512736797333,-0.05785173550248146,-0.05417060852050781,0.19679631292819977,-0.041376471519470215,-0.009915530681610107,0.1467738300561905,-0.11544238775968552,-0.010644063353538513,0.1815473884344101,-0.05608292296528816,-0.022923558950424194,0.19456838071346283,-0.0332767516374588,-0.04039214551448822,0.19750717282295227,-0.03364834189414978,-0.05730428546667099,0.19307133555412292,-0.02280649170279503,-0.009909942746162415,0.13974034786224365,-0.10959632694721222,-0.012630924582481384,0.16489337384700775,-0.04945759475231171,-0.022599071264266968,0.17846687138080597,-0.021769870072603226,-0.04232780635356903,0.18848836421966553,-0.01819036155939102,-0.05231861770153046,0.17006096243858337,-0.015184212476015091,-0.014816537499427795,0.12999849021434784,-0.10482759028673172,-0.019397079944610596,0.14440171420574188,-0.0482330322265625,-0.02762719988822937,0.15511000156402588,-0.0183090902864933,-0.040689095854759216,0.16411811113357544,-0.012838764116168022,-0.06099483370780945,0.14064128696918488,-0.029369404539465904,-0.024231508374214172,0.12221377342939377,-0.10670304298400879,-0.02813321352005005,0.1277640461921692,-0.052904125303030014,-0.03761979937553406,0.12881308794021606,-0.032870180904865265,-0.051176369190216064,0.1353612244129181,-0.02768530137836933
6,13545,12217.987434,-0.02059367299079895,0.154709592461586,-0.07092366367578506,-0.06321176886558533,0.17724807560443878,-0.042174894362688065,-0.022702738642692566,0.15378467738628387,-0.12372133135795593,-0.022702738642692566,0.15378467738628387,-0.12372133135795593,-0.04290790855884552,0.17375332117080688,-0.08278951793909073,-0.054673001170158386,0.17869454622268677,-0.05823582410812378,-0.05439586192369461,0.19673077762126923,-0.041448671370744705,-0.009984105825424194,0.1467117965221405,-0.11566000431776047,-0.010752573609352112,0.18147650361061096,-0.05629686638712883,-0.022988617420196533,0.19445782899856567,-0.03344106301665306,-0.04049690067768097,0.19742006063461304,-0.033758290112018585,-0.05736339092254639,0.19299285113811493,-0.02284945920109749,-0.00998029112815857,0.13967539370059967,-0.10982529073953629,-0.012732535600662231,0.16481776535511017,-0.04968442767858505,-0.022666841745376587,0.17835161089897156,-0.021991141140460968,-0.04237335920333862,0.18838723003864288,-0.018314236775040627,-0.05236956477165222,0.1700153946876526,-0.015355048701167107,-0.014869719743728638,0.1299215704202652,-0.10505031794309616,-0.019471198320388794,0.1443130522966385,-0.04845523461699486,-0.027693957090377808,0.1550264060497284,-0.01855822280049324,-0.04074178636074066,0.1640482395887375,-0.01306161843240261,-0.0609256774187088,0.1405557245016098,-0.029438363388180733,-0.02428889274597168,0.12211953848600388,-0.10693052411079407,-0.02820304036140442,0.12765918672084808,-0.053132109344005585,-0.03762739896774292,0.1286938637495041,-0.033085551112890244,-0.05112279951572418,0.13525716960430145,-0.027828756719827652
7,13546,12218.006731,-0.02059251070022583,0.15469211339950562,-0.07105093449354172,-0.06371641904115677,0.1777326464653015,-0.04256186634302139,-0.02265019714832306,0.15382857620716095,-0.12384529411792755,-0.02265019714832306,0.15382857620716095,-0.12384529411792755,-0.04316312074661255,0.17409947514533997,-0.08305709809064865,-0.05507413297891617,0.1791851669549942,-0.058593109250068665,-0.05423393100500107,0.19671137630939484,-0.041730351746082306,-0.009946838021278381,0.14671696722507477,-0.1157744899392128,-0.010698899626731873,0.18143227696418762,-0.05637562274932861,-0.02283559739589691,0.19438858330249786,-0.03353160619735718,-0.040338367223739624,0.19738145172595978,-0.03392350301146507,-0.05680721998214722,0.19309569895267487,-0.022850804030895233,-0.00997626781463623,0.13967132568359375,-0.10996783524751663,-0.01273539662361145,0.16476744413375854,-0.04980207979679108,-0.022435873746871948,0.17823868989944458,-0.022075245156884193,-0.04191398620605469,0.18837207555770874,-0.018312647938728333,-0.05209089815616608,0.17008773982524872,-0.015447810292243958,-0.014880836009979248,0.12992213666439056,-0.10520147532224655,-0.019510388374328613,0.1442740559577942,-0.04859359934926033,-0.027619734406471252,0.15494628250598907,-0.018689898774027824,-0.040546610951423645,0.16403159499168396,-0.013167506083846092,-0.06074164807796478,0.14061160385608673,-0.02949969656765461,-0.02433374524116516,0.12214386463165283,-0.10710465908050537,-0.028293445706367493,0.12764418125152588,-0.05330099165439606,-0.03763261437416077,0.1286448985338211,-0.03323353826999664,-0.05102516710758209,0.13524802029132843,-0.027923112735152245
8,13547,12218.031137,-0.02053731679916382,0.1545998752117157,-0.07129902392625809,-0.0638170912861824,0.1784227043390274,-0.042976219207048416,-0.022497445344924927,0.15379931032657623,-0.12409113347530365,-0.022497445344924927,0.15379931032657623,-0.12409113347530365,-0.04317493736743927,0.17478510737419128,-0.08351075649261475,-0.0551169216632843,0.18004684150218964,-0.05905689299106598,-0.053576916456222534,0.1966174691915512,-0.04246622696518898,-0.0098208487033844,0.14661678671836853,-0.11600469052791595,-0.01050315797328949,0.18128158152103424,-0.05655272305011749,-0.022396564483642578,0.1942383199930191,-0.03377389535307884,-0.039785295724868774,0.19726073741912842,-0.03434840217232704,-0.05528485029935837,0.19318118691444397,-0.022721342742443085,-0.009934589266777039,0.13955774903297424,-0.11023343354463577,-0.012681201100349426,0.1646113246679306,-0.050029199570417404,-0.02176569402217865,0.1779407113790512,-0.022189533337950706,-0.04066547751426697,0.18825621902942657,-0.018218105658888817,-0.05152787268161774,0.1701604425907135,-0.015685169026255608,-0.014876797795295715,0.1298283189535141,-0.10548216849565506,-0.01954813301563263,0.14414924383163452,-0.048852574080228806,-0.02742643654346466,0.15474830567836761,-0.018934890627861023,-0.04013796150684357,0.1639421433210373,-0.013388898223638535,-0.06035684794187546,0.1407037228345871,-0.02959822677075863,-0.024407848715782166,0.122114397585392,-0.1074223443865776,-0.028453677892684937,0.12758049368858337,-0.053605981171131134,-0.037604257464408875,0.1285131871700287,-0.03349403664469719,-0.05080133676528931,0.13519379496574402,-0.02808433398604393
9,13548,12218.046394,-0.020587563514709473,0.15448907017707825,-0.07111719250679016,-0.06538970023393631,0.18193720281124115,-0.04341600090265274,-0.02235153317451477,0.15380071103572845,-0.12389366328716278,-0.02235153317451477,0.15380071103572845,-0.12389366328716278,-0.04368762671947479,0.1763753592967987,-0.08383098989725113,-0.05615212023258209,0.1828106790781021,-0.05958233028650284,-0.053069934248924255,0.19648247957229614,-0.04310498759150505,-0.009754374623298645,0.1465282440185547,-0.11577195674180984,-0.01039227843284607,0.18109527230262756,-0.056252751499414444,-0.02217426896095276,0.19406066834926605,-0.03363238275051117,-0.03945720195770264,0.1971084177494049,-0.03465651720762253,-0.05474685877561569,0.19310319423675537,-0.022266371175646782,-0.009950503706932068,0.13943099975585938,-0.11005307734012604,-0.012733608484268188,0.16440123319625854,-0.04980714991688728,-0.021549224853515625,0.1775844246149063,-0.021953286603093147,-0.040234923362731934,0.18808305263519287,-0.017872419208288193,-0.05117231607437134,0.1702161580324173,-0.015177721157670021,-0.014975696802139282,0.12972964346408844,-0.1053362488746643,-0.019756317138671875,0.14398819208145142,-0.048692505806684494,-0.027315571904182434,0.154446080327034,-0.01872011460363865,-0.039833784103393555,0.16381677985191345,-0.01299840398132801,-0.06047578901052475,0.14054860174655914,-0.029245788231492043,-0.024591922760009766,0.12211433053016663,-0.10735845565795898,-0.02880743145942688,0.12751716375350952,-0.0535418838262558,-0.03786659240722656,0.12828588485717773,-0.03340005874633789,-0.050946399569511414,0.13500304520130157,-0.02786380797624588
